trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,textstim,textdur,sound,recoverydur,stopsound,marker,text_9.started,text_9.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,sound_3.started,sound_3.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,6.797145500022452,None,space,1.2926301999832503,6.797145500022452,None,,,,,,,,,,,XXX,2022_Mar_11_0944,Fingertapping,2021.2.0,59.85554463307233,
,,,,,,,,,,,,,,,,,8.108264700014843,10.108612800017,11.09176669002045,None,11.091703900019638,12.091287000017473,12.091287000017473,13.091239000001224,13.091239000001224,14.091258900007233,,,,,,
