condition,textstim,textdur,sound,recoverydur,stopsound,marker,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_9.started,text_9.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_5.started,text_5.stopped,sound_3.started,sound_3.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,Baseline_text.started,Baseline_text.stopped,text_10.started,text_10.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,sound_2.started,sound_2.stopped,text_3.started,text_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,6.2643108000047505,None,space,11.828832400002284,6.2643108000047505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,0,0,0,0,,,,,,,18.12132879998535,20.121303199994145,21.104537759997765,None,21.104659700009506,22.104354200011585,22.104354200011585,23.104421199997887,23.104421199997887,24.10419169999659,24.254452199995285,26.25409969998873,26.23732640000526,None,46.241637800005265,47.25315609999234,0.0020108600438106805,None,46.241637800005265,None,56.25275069999043,57.25285570000415,56.25317096000363,None,56.25275069999043,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,71.25198490000912,72.25207889999729,0.012344060000032187,None,71.25198490000912,None,81.25148479998461,82.25159259999054,81.25136525999115,None,81.25148479998461,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,96.25095610000426,97.25092580000637,0.012004560005152598,None,96.25095610000426,None,106.25057020000531,107.25053409999236,106.25030416000227,None,106.25057020000531,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,3,0,3,0,,,,,,,,,,,,,,,,,,,,,121.2497955999861,122.2497066000069,0.01224876000196673,None,121.2497955999861,None,131.24909820000175,132.2493756999902,131.24913046,None,131.24909820000175,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,4,0,4,0,,,,,,,,,,,,,,,,,,,,,146.2483990000037,147.24826560000656,0.012116660014726222,None,146.2483990000037,None,156.24828400000115,157.24782160000177,156.24818165999312,None,156.24828400000115,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,5,0,5,0,,,,,,,,,,,,,,,,,,,,,171.26407299999846,172.26397880000877,0.01432305999333039,None,171.26407299999846,None,181.2636080000084,182.26355850000982,181.26371216000115,None,181.2636080000084,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,6,0,6,0,,,,,,,,,,,,,,,,,,,,,196.2625582999899,197.26261249999516,0.01200265999068506,None,196.2625582999899,None,206.2624092999904,207.26214479998453,206.2624988599884,None,206.2624092999904,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,7,0,7,0,,,,,,,,,,,,,,,,,,,,,221.26160480000544,222.26161970000248,0.011951660038903356,None,221.26160480000544,None,231.26106359998812,232.26076529998682,231.2608463600074,None,231.26106359998812,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,8,0,8,0,,,,,,,,,,,,,,,,,,,,,246.26051039999584,247.26000189999468,0.012239459989359602,None,246.26051039999584,None,256.25984839999,257.2597087000031,256.25994816000747,None,256.25984839999,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
right,right,1,Audio\\right.wav,1,Audio\\Stop.wav,1,9,0,9,0,,,,,,,,,,,,,,,,,,,,,271.2592255999916,272.259014100011,0.01280436001252383,None,271.2592255999916,None,281.2586769000045,282.2586040000024,281.25868095999175,None,281.2586769000045,None,XXX,2022_Jun_24_1032,Fingertapping,2021.2.0,59.576541863324614,
