Experiment.thisRepN,Experiment.thisTrialN,Experiment.thisN,Experiment.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,6.1835435999091715,None,space,1.8121454999782145,6.1835435999091715,None,XXX,2022_Mar_07_1555,Checkerboard,2021.2.0,59.82947405793405,
