Experiment.thisRepN,Experiment.thisTrialN,Experiment.thisN,Experiment.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_3.started,text_3.stopped,Checkerboard.started,Checkerboard.stopped,Checkerboard2.started,Checkerboard2.stopped,sound_2.started,sound_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.031008299993118,None,space,0.712975300004473,6.031008299993118,None,,,,,,,,,,,XXX,2022_Mar_11_1008,Checkerboard,2021.2.0,59.93619193262678,
0,0,0,0,0,0,0,0,,,,,,,6.763774999999441,None,21.763243800000055,None,22.263032599992584,22.8631982000079,22.846541100007016,None,22.263272900003358,None,XXX,2022_Mar_11_1008,Checkerboard,2021.2.0,59.93619193262678,
0,0,0,0,1,0,1,0,,,,,,,,,,,23.446603299991693,24.04644720000215,24.02949750001426,23.446603299991693,23.446425599991926,None,XXX,2022_Mar_11_1008,Checkerboard,2021.2.0,59.93619193262678,
0,0,0,0,2,0,2,0,,,,,,,,,,,24.629600399988703,25.229750800004695,25.213094600010663,24.629600399988703,24.629860600005486,None,XXX,2022_Mar_11_1008,Checkerboard,2021.2.0,59.93619193262678,
0,0,0,0,3,0,3,0,,,,,,,,,,,25.813062700006412,26.41281340000569,26.396510699996725,25.813062700006412,25.81321670000034,None,XXX,2022_Mar_11_1008,Checkerboard,2021.2.0,59.93619193262678,
